repo,fix_sha,fix_date,file,introducing_sha,introducing_date,latency_days
posx-comet-admin,a715a1d10d,2025-03-23T21:55:12+05:30,src/routes/global-config/global-config-edit/index.ts,dc6af43f7f,2025-03-21T18:21:23+05:30,2
posx-comet-admin,a715a1d10d,2025-03-23T21:55:12+05:30,src/routes/home/home.tsx,c524c07caf,2025-03-23T21:51:24+05:30,0
posx-comet-admin,a715a1d10d,2025-03-23T21:55:12+05:30,src/routes/invite/invite.tsx,c524c07caf,2025-03-23T21:51:24+05:30,0
posx-comet-admin,a715a1d10d,2025-03-23T21:55:12+05:30,src/routes/login/login.tsx,c524c07caf,2025-03-23T21:51:24+05:30,0
posx-comet-admin,a715a1d10d,2025-03-23T21:55:12+05:30,src/routes/no-match/no-match.tsx,c524c07caf,2025-03-23T21:51:24+05:30,0
posx-comet-admin,2946770438,2025-03-24T13:08:39+05:30,src/hooks/api/auth.tsx,a715a1d10d,2025-03-23T21:55:12+05:30,0
posx-comet-admin,2946770438,2025-03-24T13:08:39+05:30,src/hooks/api/employee.tsx,a715a1d10d,2025-03-23T21:55:12+05:30,0
posx-comet-admin,2946770438,2025-03-24T13:08:39+05:30,src/routes/home/home.tsx,a715a1d10d,2025-03-23T21:55:12+05:30,0
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/components/layout/main-layout/main-layout.tsx,bbc1d1738a,2025-03-26T13:25:44+05:30,1
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/components/layout/main-layout/main-layout.tsx,37338531fd,2025-03-10T18:38:23+05:30,16
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/components/layout/main-layout/main-layout.tsx,1973c18870,2025-03-25T10:05:21+05:30,2
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/hooks/api/inventory.tsx,37338531fd,2025-03-10T18:38:23+05:30,16
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/i18n/translations/en.json,37338531fd,2025-03-10T18:38:23+05:30,16
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/i18n/translations/en.json,560839ed83,2025-03-24T12:36:26+05:30,3
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/providers/router-provider/route-map.tsx,560839ed83,2025-03-24T12:36:26+05:30,3
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/campaign-coupons/coupon-create/components/basic-info-create-form/basic-info-create-form.tsx,02a9ed63cc,2025-03-26T15:56:27+05:30,0
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/campaign-coupons/coupon-create/components/coupon-create-form/coupon-create-form.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,1
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/campaign-coupons/coupon-create/coupon-create.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,1
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/campaign-coupons/coupon-edit/components/edit-coupon-form.tsx,bbc1d1738a,2025-03-26T13:25:44+05:30,1
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/campaign-coupons/coupon-edit/components/edit-coupon-form.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,1
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/employees/employee-edit/components/edit-employee-form/edit-employee-form.tsx,d04099ca13,2025-03-21T01:54:35+05:30,6
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/employees/employee-edit/components/edit-employee-form/edit-employee-form.tsx,e2a863e3ee,2025-03-21T11:14:57+05:30,6
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/employees/employee-edit/employee-edit.tsx,d23a2dc872,2025-03-21T13:18:03+05:30,6
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/global-config/global-config-edit/components/edit-global-config-form/edit-global-config-form.tsx,d23a2dc872,2025-03-21T13:18:03+05:30,6
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/global-config/global-config-edit/components/edit-global-config-form/edit-global-config-form.tsx,1c8937de28,2025-03-26T15:33:01+05:30,1
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/products/product-list/components/product-list-table/product-list-table.tsx,ee2043e723,2025-03-24T00:41:02+05:30,3
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/store-details/store-edit/store-edit.tsx,5292aa3c7a,2025-03-26T15:11:43+05:30,1
posx-comet-admin,3cacc7b020,2025-03-27T15:39:03+05:30,src/routes/store-details/store-list/components/use-store-details-table-query.tsx,d1f7d406e5,2025-03-12T15:36:25+05:30,15
posx-comet-admin,f38286038a,2025-04-02T16:39:33+05:30,src/routes/campaign-coupons/coupon-edit/components/edit-coupon-form.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,7
posx-comet-admin,012dff4346,2025-04-04T08:37:21+05:30,src/hooks/api/auth.tsx,c524c07caf,2025-03-23T21:51:24+05:30,11
posx-comet-admin,59f5ef0cc5,2025-04-04T08:39:39+05:30,src/hooks/api/auth.tsx,bbc1d1738a,2025-03-26T13:25:44+05:30,8
posx-comet-admin,c7cd0e2051,2025-04-08T13:26:11+05:30,src/routes/store-details/store-details-create/components/basic-info-create-form/basic-info-create-form.tsx,5292aa3c7a,2025-03-26T15:11:43+05:30,12
posx-comet-admin,c7cd0e2051,2025-04-08T13:26:11+05:30,src/routes/store-details/store-details-create/components/billing-address-create-form/billing-address-create-form.tsx,bbc1d1738a,2025-03-26T13:25:44+05:30,13
posx-comet-admin,969288cfe9,2025-04-08T15:24:05+05:30,src/routes/campaign-coupons/coupon-create/components/basic-info-create-form/basic-info-create-form.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,13
posx-comet-admin,969288cfe9,2025-04-08T15:24:05+05:30,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,e2e2433298,2025-04-02T16:16:23+05:30,5
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/hooks/api/employee.tsx,2eca742aff,2025-03-20T20:02:54+05:30,19
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/routes/campaign-coupons/coupon-create/components/store-allocation-form/store-allocation-form.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,14
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/routes/campaign-coupons/coupon-edit/components/edit-coupon-form.tsx,3cacc7b020,2025-03-27T15:39:03+05:30,13
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/routes/employees/employee-edit/components/edit-employee-form/edit-employee-form.tsx,d04099ca13,2025-03-21T01:54:35+05:30,19
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/routes/employees/employee-edit/components/edit-employee-form/edit-employee-form.tsx,3cacc7b020,2025-03-27T15:39:03+05:30,13
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/routes/employees/employee-edit/components/edit-employee-form/edit-employee-form.tsx,39c8cab8e1,2025-03-29T09:58:34+05:30,11
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/routes/global-config/global-config-edit/components/edit-global-config-form/edit-global-config-form.tsx,d23a2dc872,2025-03-21T13:18:03+05:30,19
posx-comet-admin,1a67cbd855,2025-04-09T16:37:40+05:30,src/routes/global-config/global-config-edit/components/edit-global-config-form/edit-global-config-form.tsx,3bd6db4a7d,2025-03-24T13:16:56+05:30,16
posx-comet-admin,0321cbbac4,2025-04-18T01:45:03+05:30,package-lock.json,d5c15385ed,2025-04-15T18:53:55+05:30,2
posx-comet-admin,1e1438d7ea,2025-04-18T17:14:52+05:30,src/routes/order-details/order-list/components/order-report-grid.tsx,b3e21f2437,2025-03-31T16:35:57+05:30,18
posx-comet-admin,1e1438d7ea,2025-04-18T17:14:52+05:30,src/routes/order-details/order-list/components/use-order-report-query.tsx,b3e21f2437,2025-03-31T16:35:57+05:30,18
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/export-orders-button.tsx,b3e21f2437,2025-03-31T16:35:57+05:30,18
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/export-orders-button.tsx,e2e2433298,2025-04-02T16:16:23+05:30,16
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/order-report-grid.tsx,b3e21f2437,2025-03-31T16:35:57+05:30,18
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/order-report-grid.tsx,1e1438d7ea,2025-04-18T17:14:52+05:30,0
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/order-report-grid.tsx,cb289b8cc3,2025-04-09T13:00:48+05:30,9
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/order-report-grid.tsx,e2e2433298,2025-04-02T16:16:23+05:30,16
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,b3e21f2437,2025-03-31T16:35:57+05:30,18
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,e2e2433298,2025-04-02T16:16:23+05:30,16
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,969288cfe9,2025-04-08T15:24:05+05:30,10
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/use-order-report-query.tsx,b3e21f2437,2025-03-31T16:35:57+05:30,18
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/order-list/components/use-order-report-query.tsx,1e1438d7ea,2025-04-18T17:14:52+05:30,0
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/types.ts,b3e21f2437,2025-03-31T16:35:57+05:30,18
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/types.ts,969288cfe9,2025-04-08T15:24:05+05:30,10
posx-comet-admin,689de33210,2025-04-18T19:01:10+05:30,src/routes/order-details/types.ts,d5c15385ed,2025-04-15T18:53:55+05:30,3
posx-comet-admin,1bddce447c,2025-04-28T19:22:40+05:30,src/routes/campaign-coupons/coupon-create/components/product-selection/product-selection.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,33
posx-comet-admin,1bddce447c,2025-04-28T19:22:40+05:30,src/routes/campaign-coupons/coupon-create/components/store-allocation-form/store-allocation-form.tsx,b6389b17f5,2025-04-28T18:48:06+05:30,0
posx-comet-admin,1bddce447c,2025-04-28T19:22:40+05:30,src/routes/campaign-coupons/coupon-edit/components/edit-coupon-form.tsx,b6389b17f5,2025-04-28T18:48:06+05:30,0
posx-comet-admin,ec734b28b7,2025-11-11T17:49:10+05:30,src/routes/roles/role-create/role-create.tsx,2ab32a17e4,2025-11-07T17:12:48+05:30,4
posx-comet-admin,ec734b28b7,2025-11-11T17:49:10+05:30,src/routes/roles/role-detail/components/role-general-section/role-general-section.tsx,1edbd421c4,2025-11-11T11:12:42+05:30,0
posx-comet-admin,49862e2fb3,2025-11-18T11:20:12+05:30,src/routes/orders/order-receive-return/components/order-receive-return-form/order-receive-return-form.tsx,241ccfa7e0,2025-11-18T10:12:39+05:30,0
posx-comet-admin,d856dd5613,2026-02-03T11:45:00+05:30,src/routes/gift-card-top-up/gift-card-top-up-list/components/export-gift-card-top-up-button.tsx,1615f5e7a5,2026-02-02T19:07:00+05:30,0
posx-comet-admin,6e4b07fab7,2026-02-14T13:43:27+05:30,src/hooks/api/store-details.tsx,9d0a6603b9,2025-03-20T13:10:24+05:30,331
posx-comet-admin,9da198a3db,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/basic-info-create-form/basic-info-create-form.tsx,bbc1d1738a,2025-03-26T13:25:44+05:30,376
posx-comet-admin,9da198a3db,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/basic-info-create-form/basic-info-create-form.tsx,5292aa3c7a,2025-03-26T15:11:43+05:30,376
posx-comet-admin,9da198a3db,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/basic-info-create-form/basic-info-create-form.tsx,c7cd0e2051,2025-04-08T13:26:11+05:30,363
posx-comet-admin,9da198a3db,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/store-details-create-form/store-details-create-form.tsx,5292aa3c7a,2025-03-26T15:11:43+05:30,376
posx-comet-admin,9da198a3db,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/constants.ts,5292aa3c7a,2025-03-26T15:11:43+05:30,376
posx-comet-admin,0b28c4270d,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/basic-info-create-form/basic-info-create-form.tsx,bbc1d1738a,2025-03-26T13:25:44+05:30,376
posx-comet-admin,0b28c4270d,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/basic-info-create-form/basic-info-create-form.tsx,5292aa3c7a,2025-03-26T15:11:43+05:30,376
posx-comet-admin,0b28c4270d,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/basic-info-create-form/basic-info-create-form.tsx,c7cd0e2051,2025-04-08T13:26:11+05:30,363
posx-comet-admin,0b28c4270d,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/components/store-details-create-form/store-details-create-form.tsx,5292aa3c7a,2025-03-26T15:11:43+05:30,376
posx-comet-admin,0b28c4270d,2026-04-06T17:01:25+05:30,src/routes/store-details/store-details-create/constants.ts,5292aa3c7a,2025-03-26T15:11:43+05:30,376
posx-comet-admin,0736cadaad,2026-04-06T19:42:01+05:30,src/routes/orders/order-receive-return/components/order-receive-return-form/order-receive-return-form.tsx,49862e2fb3,2025-11-18T11:20:12+05:30,139
posx-comet-admin,b2c87a31c9,2026-06-23T18:30:36+05:30,src/routes/order-details/order-list/components/export-orders-button.tsx,689de33210,2025-04-18T19:01:10+05:30,430
posx-comet-admin,656da86cca,2026-06-24T10:34:49+05:30,src/services/order-export.ts,e2e2433298,2025-04-02T16:16:23+05:30,447
posx-comet-admin,d556745217,2026-07-06T10:34:31+05:30,src/routes/footfall/footfall-list/components/footfall-list-table.tsx,dd1169c844,2025-05-02T17:09:10+05:30,429
posx-comet-admin,eb4bc8737d,2026-07-12T23:20:48+05:30,src/routes/campaign-coupons/coupon-create/components/product-selection/product-selection.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,473
posx-comet-admin,eb4bc8737d,2026-07-12T23:20:48+05:30,src/routes/campaign-coupons/coupon-create/components/product-selection/product-selection.tsx,2a4dbaba9b,2025-04-23T15:12:16+05:30,445
posx-comet-admin,eb4bc8737d,2026-07-12T23:20:48+05:30,src/routes/campaign-coupons/coupon-edit/components/edit-coupon-form.tsx,1bddce447c,2025-04-28T19:22:40+05:30,440
posx-comet-admin,21a3792e3f,2026-07-14T01:06:22+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/export-loss-of-sales-button.tsx,e0c84b9d88,2025-10-31T09:15:43+05:30,255
posx-comet-admin,21a3792e3f,2026-07-14T01:06:22+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/loss-of-sales-report-grid.tsx,e0c84b9d88,2025-10-31T09:15:43+05:30,255
posx-comet-admin,21a3792e3f,2026-07-14T01:06:22+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/loss-of-sales-table/loss-of-sales-table.tsx,e0c84b9d88,2025-10-31T09:15:43+05:30,255
posx-comet-admin,46f38563b7,2026-07-21T18:32:34+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/loss-of-sales-table/loss-of-sales-table.tsx,21a3792e3f,2026-07-14T01:06:22+05:30,7
posx-comet-admin,46f38563b7,2026-07-21T18:32:34+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/use-loss-of-sales-table-query.tsx,e0c84b9d88,2025-10-31T09:15:43+05:30,263
posx-comet-admin,46f38563b7,2026-07-21T18:32:34+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/use-loss-of-sales-table-query.tsx,21a3792e3f,2026-07-14T01:06:22+05:30,7
posx-comet-admin,7c7b461252,2026-07-21T19:19:18+05:30,src/routes/campaign-coupons/coupon-create/components/product-selection/product-selection.tsx,12ddb827ad,2025-03-26T02:56:07+05:30,482
posx-comet-admin,7c7b461252,2026-07-21T19:19:18+05:30,src/routes/campaign-coupons/coupon-create/components/product-selection/product-selection.tsx,2a4dbaba9b,2025-04-23T15:12:16+05:30,454
posx-comet-admin,527a3abd28,2026-07-21T23:00:32+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/loss-of-sales-table/loss-of-sales-table.tsx,46f38563b7,2026-07-21T18:32:34+05:30,0
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/components/custom-filter/custom-filter.tsx,e2e2433298,2025-04-02T16:16:23+05:30,509
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/components/layout/main-layout/main-layout.tsx,a3b9ae8478,2025-05-05T12:33:21+05:30,476
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/components/layout/main-layout/main-layout.tsx,5a0cd6cf20,2025-11-11T10:22:13+05:30,286
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/cms/cms-list/components/cms-list-table/cms-list-table.tsx,7475dd4723,2025-04-07T19:00:14+05:30,503
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/employees/employee-edit/components/edit-employee-form/edit-employee-form.tsx,e8acccb32e,2025-11-12T20:01:19+05:30,284
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/employees/employee-list/components/use-employee-table-query.tsx,e2e2433298,2025-04-02T16:16:23+05:30,509
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/footfall/footfall-list/components/export-footfall-button.tsx,dd1169c844,2025-05-02T17:09:10+05:30,479
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/footfall/footfall-list/components/footfall-list-table.tsx,dd1169c844,2025-05-02T17:09:10+05:30,479
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/gift-card-top-up/gift-card-top-up-list/components/export-gift-card-top-up-button.tsx,1615f5e7a5,2026-02-02T19:07:00+05:30,202
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/global-config/global-config-edit/components/edit-global-config-form/edit-global-config-form.tsx,3cacc7b020,2025-03-27T15:39:03+05:30,515
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/inter-store/inter-store-list/components/export-inter-store-button.tsx,51022f8335,2026-07-03T18:06:31+05:30,52
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/export-loss-of-sales-button.tsx,e0c84b9d88,2025-10-31T09:15:43+05:30,297
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/order-details/order-detail/components/basic-info-section.tsx,b3e21f2437,2025-03-31T16:35:57+05:30,511
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/order-details/order-list/components/export-orders-button.tsx,689de33210,2025-04-18T19:01:10+05:30,492
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/order-details/order-list/components/order-list-table/order-list-table.tsx,b9adf51e5f,2025-08-28T09:36:50+05:30,361
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/order-details/order-list/components/order-list-table/order-list-table.tsx,2e29c86db6,2025-08-29T09:41:09+05:30,360
posx-comet-admin,be296b0761,2026-08-24T18:07:13+05:30,src/routes/pos-inventory/inventory-list/components/export-pos-inventory-button.tsx,8a0ecd519c,2025-04-17T12:55:41+05:30,494
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/components/common/export-email-prompt/export-email-prompt.tsx,be296b0761,2026-08-24T18:07:13+05:30,0
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/campaign-coupons/campaign-list/components/campaign-coupon-list-table/campaign-coupon-list-table.tsx,e2e2433298,2025-04-02T16:16:23+05:30,509
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/employees/employee-list/components/employee-list-table/employee-list-table.tsx,e8acccb32e,2025-11-12T20:01:19+05:30,285
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/employees/employee-list/components/employee-list-table/employee-list-table.tsx,e2e2433298,2025-04-02T16:16:23+05:30,509
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/employees/employee-list/components/employee-list-table/employee-list-table.tsx,241ccfa7e0,2025-11-18T10:12:39+05:30,279
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/footfall/footfall-list/components/export-footfall-button.tsx,dd1169c844,2025-05-02T17:09:10+05:30,479
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/gift-card-top-up/gift-card-top-up-list/components/export-gift-card-top-up-button.tsx,1615f5e7a5,2026-02-02T19:07:00+05:30,203
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/gift-card-top-up/gift-card-top-up-list/components/export-gift-card-top-up-button.tsx,d856dd5613,2026-02-03T11:45:00+05:30,202
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/inter-store/inter-store-list/components/export-inter-store-button.tsx,51022f8335,2026-07-03T18:06:31+05:30,52
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/export-loss-of-sales-button.tsx,21a3792e3f,2026-07-14T01:06:22+05:30,42
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/loss-of-sales/loss-of-sales-list/components/export-loss-of-sales-button.tsx,e0c84b9d88,2025-10-31T09:15:43+05:30,298
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/order-details/order-list/components/export-orders-button.tsx,6803a91e58,2026-06-25T17:53:06+05:30,60
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/order-details/order-list/components/export-orders-button.tsx,689de33210,2025-04-18T19:01:10+05:30,493
posx-comet-admin,2c1965f370,2026-08-25T10:09:30+05:30,src/routes/pos-inventory/inventory-list/components/export-pos-inventory-button.tsx,8a0ecd519c,2025-04-17T12:55:41+05:30,494
posx-comet-admin,f256c85eb0,2026-08-25T12:40:36+05:30,src/routes/cms/cms-list/components/use-cms-table-query.tsx,7475dd4723,2025-04-07T19:00:14+05:30,504
posx-comet-admin,f256c85eb0,2026-08-25T12:40:36+05:30,src/routes/gift-card-top-up/gift-card-top-up-list/components/gift-card-top-up-table/gift-card-top-up-table.tsx,1615f5e7a5,2026-02-02T19:07:00+05:30,203
posx-comet-admin,33d726e0b5,2026-08-28T15:34:23+05:30,src/components/custom-filter/custom-filter.tsx,e2e2433298,2025-04-02T16:16:23+05:30,512
posx-comet-admin,33d726e0b5,2026-08-28T15:34:23+05:30,src/components/custom-sort/custom-sort.tsx,e2e2433298,2025-04-02T16:16:23+05:30,512
posx-comet-admin,33d726e0b5,2026-08-28T15:34:23+05:30,src/routes/employees/employee-create/components/basic-info-create-form/basic-info-create-form.tsx,2eca742aff,2025-03-20T20:02:54+05:30,525
posx-comet-admin,33d726e0b5,2026-08-28T15:34:23+05:30,src/routes/employees/employee-edit/components/basic-info-edit-form/basic-info-edit-form.tsx,e8acccb32e,2025-11-12T20:01:19+05:30,288
